source,state,county,species_or_flock_type,flock_size,hpai_strain,outbreak_date,date_detected,date_collected,date_confirmed,woah_classification,sampling_method,submitting_agency
APHIS - HPAI Detections in Wild Birds,Alaska,Matanuska-Susitna,Mallard,,EA H5N1,,8/21/2024,3/7/2024,"",Wild bird,Live bird,NWDP
APHIS - HPAI Detections in Wild Birds,Kansas,Neosho,Green-winged teal,,EA/AM H5N1,,"",11/11/2023,"",Wild bird,Hunter harvest,NWDP
APHIS - HPAI Detections in Wild Birds,Wyoming,Goshen,Green-winged teal,,EA/AM H5N1,,"",11/18/2023,"",Wild bird,Hunter harvest,NWDP
APHIS - HPAI Detections in Wild Birds,Washington,Clark,Northern shoveler,,EA/AM H5N1,,"",11/14/2023,"",Wild bird,Hunter harvest,NWDP
APHIS - HPAI Detections in Wild Birds,Washington,Clarke,Northern shoveler,,EA/AM H5N1,,"",11/16/2023,"",Wild bird,Hunter harvest,NWDP
APHIS - HPAI Detections in Wild Birds,Nebraska,Scotts Bluff,Mallard,,EA/AM H5N1,,"",11/18/2023,"",Wild bird,Hunter harvest,NWDP
APHIS - HPAI Detections in Wild Birds,Colorado,Logan,Snow goose,,EA/AM H5N1,,12/2/2023,11/18/2023,"",Wild bird,Morbidity/Mortality,CO Parks and Wildlife
APHIS - HPAI Detections in Wild Birds,Colorado,Denver,Magpie (unidentified),,EA/AM H5N1,,12/2/2023,10/13/2023,"",Captive wild bird,Morbidity/Mortality,Private (non-government) submission
APHIS - HPAI Detections in Wild Birds,Missouri,St. Louis,Great horned owl,,EA H5N1,,12/22/2023,11/19/2023,"",Wild bird,Morbidity/Mortality,SCWDS
APHIS - HPAI Detections in Wild Birds,Iowa,Polk,Snow goose,,EA/AM H5N1,,8/20/2024,12/11/2023,"",Wild bird,Morbidity/Mortality,IA DNR
APHIS - HPAI Detections in Wild Birds,Texas,Shenandoah,Bald eagle,,EA H5N1,,8/20/2024,12/12/2023,"",Wild bird,Morbidity/Mortality,SCWDS/National Eagle Repository
APHIS - HPAI Detections in Wild Birds,Indiana,Bloomington,Bald eagle,,EA H5N1,,8/20/2024,9/12/2022,"",Wild bird,Morbidity/Mortality,SCWDS/National Eagle Repository
APHIS - HPAI Detections in Wild Birds,California,Kern,Cinnamon teal,,EA/AM H5N1,,12/2/2023,11/4/2023,"",Wild bird,Hunter harvest,NWDP
APHIS - HPAI Detections in Wild Birds,South Dakota,Yankton,Snow goose,,EA/AM H5N1,,8/28/2024,12/4/2023,"",Wild bird,Morbidity/Mortality,SD GFP
APHIS - HPAI Detections in Wild Birds,Utah,Salt Lake,Goose (unidentified),,EA H5N1,,8/28/2024,11/29/2023,"",Wild bird,Morbidity/Mortality,UT DWR
APHIS - HPAI Detections in Wild Birds,Kansas,Coffey,Snow goose,,EA/AM H5N1,,12/26/2023,12/12/2023,"",Wild bird,Morbidity/Mortality,SCWDS
APHIS - HPAI Detections in Wild Birds,Missouri,Stoddard,Canada goose,,EA/AM H5N1,,8/28/2024,11/13/2023,"",Wild bird,Morbidity/Mortality,MO Dept of Conservation
APHIS - HPAI Detections in Wild Birds,South Carolina,Charleston,Bald eagle,,EA/AM H5N1,,12/26/2023,12/13/2023,"",Wild bird,Morbidity/Mortality,SCWDS
APHIS - HPAI Detections in Wild Birds,South Carolina,Jasper,Wood duck,,EA H5N1,,12/26/2023,12/15/2023,"",Wild bird,Morbidity/Mortality,SCWDS
APHIS - HPAI Detections in Wild Birds,South Carolina,Jasper,Wood duck,,EA H5N1,,12/26/2023,12/15/2023,"",Wild bird,Morbidity/Mortality,SCWDS
APHIS - HPAI Detections in Wild Birds,South Carolina,Jasper,Wood duck,,EA/AM H5N1,,12/26/2023,12/15/2023,"",Wild bird,Morbidity/Mortality,SCWDS
APHIS - HPAI Detections in Wild Birds,South Carolina,Jasper,Wood duck,,EA/AM H5N1,,12/26/2023,12/15/2023,"",Wild bird,Morbidity/Mortality,SCWDS
APHIS - HPAI Detections in Wild Birds,Georgia,Clarke,Black vulture,,EA/AM H5N1,,12/26/2023,12/15/2023,"",Wild bird,Morbidity/Mortality,SCWDS
APHIS - HPAI Detections in Wild Birds,Georgia,Clarke,Black vulture,,EA/AM H5N1,,12/26/2023,12/15/2023,"",Wild bird,Morbidity/Mortality,SCWDS
APHIS - HPAI Detections in Wild Birds,Florida,Hillsborough,Bald eagle,,EA/AM H5N1,,12/26/2023,12/18/2023,"",Wild bird,Morbidity/Mortality,SCWDS
APHIS - HPAI Detections in Wild Birds,New York,Saratoga,Canada goose,,EA/AM H5N1,,8/28/2024,12/5/2023,"",Wild bird,Morbidity/Mortality,NY DEC
APHIS - HPAI Detections in Wild Birds,Nebraska,Douglas,Canada goose,,EA/AM H5N1,,8/28/2024,12/5/2023,"",Captive wild bird,Morbidity/Mortality,Private (non-government) submission
APHIS - HPAI Detections in Wild Birds,Nebraska,Douglas,Snow goose,,EA/AM H5N1,,8/28/2024,12/5/2023,"",Captive wild bird,Morbidity/Mortality,Private (non-government) submission
APHIS - HPAI Detections in Wild Birds,New York,Saratoga,Canada goose,,EA/AM H5N1,,8/28/2024,12/6/2023,"",Wild bird,Morbidity/Mortality,NY DEC
APHIS - HPAI Detections in Wild Birds,Kentucky,Henderson,Snow goose,,EA/AM H5N1,,12/26/2023,12/18/2023,"",Wild bird,Morbidity/Mortality,SCWDS
APHIS - HPAI Detections in Wild Birds,Kentucky,Henderson,Snow goose,,EA/AM H5N1,,12/26/2023,12/18/2023,"",Wild bird,Morbidity/Mortality,SCWDS
APHIS - HPAI Detections in Wild Birds,Colorado,Bent,Snow goose,,EA/AM H5N1,,8/28/2024,12/7/2023,"",Wild bird,Morbidity/Mortality,CO Parks & Wildlife
APHIS - HPAI Detections in Wild Birds,Colorado,Rio Blanco,Great horned owl,,EA H5N1,,8/28/2024,11/15/2023,"",Wild bird,Morbidity/Mortality,CO Parks & Wildlife
APHIS - HPAI Detections in Wild Birds,Colorado,Weld,Snow goose,,EA/AM H5N1,,8/28/2024,12/6/2023,"",Wild bird,Morbidity/Mortality,CO Parks & Wildlife
APHIS - HPAI Detections in Wild Birds,Oregon,Linn,Peregrine falcon,,EA H5N1,,8/28/2024,11/22/2023,"",Wild bird,Morbidity/Mortality,OR DFW
APHIS - HPAI Detections in Wild Birds,Oregon,Washington,Cackling goose,,EA/AM H5N1,,8/28/2024,11/2/2023,"",Wild bird,Morbidity/Mortality,OR DFW
APHIS - HPAI Detections in Wild Birds,Oregon,Washington,Cackling goose,,EA H5N1,,8/28/2024,11/3/2023,"",Wild bird,Morbidity/Mortality,OR DFW
APHIS - HPAI Detections in Wild Birds,South Carolina,Colleton,Blue-winged teal,,EA/AM H5N1,,"",11/18/2023,"",Wild bird,Hunter harvest,NWDP
APHIS - HPAI Detections in Wild Birds,South Carolina,Colleton,Green-winged teal,,EA/AM H5N1,,"",11/18/2023,"",Wild bird,Hunter harvest,NWDP
APHIS - HPAI Detections in Wild Birds,South Carolina,Colleton,Green-winged teal,,EA/AM H5N1,,"",11/18/2023,"",Wild bird,Hunter harvest,NWDP
APHIS - HPAI Detections in Wild Birds,South Carolina,Colleton,Green-winged teal,,EA/AM H5N1,,"",11/18/2023,"",Wild bird,Hunter harvest,NWDP
APHIS - HPAI Detections in Wild Birds,South Carolina,Colleton,Green-winged teal,,EA/AM H5N1,,"",11/18/2023,"",Wild bird,Hunter harvest,NWDP
APHIS - HPAI Detections in Wild Birds,Minnesota,Wabasha,Mallard,,EA/AM H5N1,,"",11/9/2023,"",Wild bird,Hunter harvest,NWDP
APHIS - HPAI Detections in Wild Birds,South Carolina,Colleton,Northern pintail,,EA/AM H5N1,,"",11/18/2023,"",Wild bird,Hunter harvest,NWDP
APHIS - HPAI Detections in Wild Birds,Florida,Brevard,Redhead duck,,EA/AM H5N1,,"",11/18/2023,"",Wild bird,Hunter harvest,NWDP
APHIS - HPAI Detections in Wild Birds,Oregon,Multnomah,Cackling goose,,EA/AM H5N1,,8/29/2024,11/3/2023,"",Wild bird,Morbidity/Mortality,OR DFW
APHIS - HPAI Detections in Wild Birds,Missouri,St. Louis,Snow goose,,EA/AM H5N1,,8/30/2024,12/5/2023,"",Wild bird,Morbidity/Mortality,MO Dept of Conservation
APHIS - HPAI Detections in Wild Birds,Washington,Whitman,Great horned owl,,EA/AM H5N1,,8/30/2024,11/22/2023,"",Wild bird,Morbidity/Mortality,WA DFW
APHIS - HPAI Detections in Wild Birds,New Jersey,Ocean,Peregrine falcon,,EA H5N1,,8/30/2024,8/3/2024,"",Wild bird,Morbidity/Mortality,NJ DFW
APHIS - HPAI Detections in Wild Birds,Florida,Marion,American white pelican,,EA/AM H5N1,,8/30/2024,11/29/2023,"",Wild bird,Morbidity/Mortality,FL FWCC
APHIS - HPAI Detections in Wild Birds,Arkansas,Lonoke,Goose (unidentified),,EA/AM H5N1,,8/30/2024,12/6/2023,"",Wild bird,Morbidity/Mortality,AR GFC
APHIS - HPAI Detections in Wild Birds,Arkansas,Lonoke,Goose (unidentified),,EA/AM H5N1,,8/30/2024,12/6/2023,"",Wild bird,Morbidity/Mortality,AR GFC
APHIS - HPAI Detections in Wild Birds,Arkansas,Arkansas,Ross's goose,,EA/AM H5N1,,8/30/2024,12/6/2023,"",Wild bird,Morbidity/Mortality,AR GFC
APHIS - HPAI Detections in Wild Birds,Arkansas,Arkansas,Snow goose,,EA/AM H5N1,,8/30/2024,12/6/2023,"",Wild bird,Morbidity/Mortality,AR GFC
APHIS - HPAI Detections in Wild Birds,Washington,Grant,Mallard,,EA/AM H5N1,,"",11/18/2023,"",Wild bird,Hunter harvest,NWDP
APHIS - HPAI Detections in Wild Birds,Washington,Snohomish,Mallard,,EA/AM H5N1,,"",11/17/2023,"",Wild bird,Hunter harvest,NWDP
APHIS - HPAI Detections in Wild Birds,South Carolina,Charleston,Gadwall,,EA/AM H5N1,,"",11/18/2023,"",Wild bird,Hunter harvest,NWDP
APHIS - HPAI Detections in Wild Birds,South Carolina,Charleston,American wigeon,,EA/AM H5N1,,"",11/18/2023,"",Wild bird,Hunter harvest,NWDP
APHIS - HPAI Detections in Wild Birds,South Carolina,Charleston,Green-winged teal,,EA/AM H5N1,,"",11/18/2023,"",Wild bird,Hunter harvest,NWDP
APHIS - HPAI Detections in Wild Birds,Oklahoma,Washington,Gadwall,,EA H5N1,,8/28/2024,11/25/2023,"",Wild bird,Hunter harvest,NWDP
APHIS - HPAI Detections in Wild Birds,Missouri,Saline,Mallard,,EA H5N1,,8/28/2024,12/2/2023,"",Wild bird,Hunter harvest,NWDP
APHIS - HPAI Detections in Wild Birds,Missouri,Saline,American wigeon,,EA H5N1,,8/28/2024,12/2/2023,"",Wild bird,Hunter harvest,NWDP
APHIS - HPAI Detections in Wild Birds,Missouri,Saline,Green-winged teal,,EA H5N1,,8/28/2024,12/2/2023,"",Wild bird,Hunter harvest,NWDP
APHIS - HPAI Detections in Wild Birds,Missouri,Saline,Mallard,,EA H5N1,,8/28/2024,12/2/2023,"",Wild bird,Hunter harvest,NWDP
APHIS - HPAI Detections in Wild Birds,Missouri,Saline,Mallard,,EA H5N1,,8/28/2024,12/2/2023,"",Wild bird,Hunter harvest,NWDP
APHIS - HPAI Detections in Wild Birds,Missouri,Saline,Mallard,,EA H5N1,,8/28/2024,12/2/2023,"",Wild bird,Hunter harvest,NWDP
APHIS - HPAI Detections in Wild Birds,Missouri,Saline,Mallard,,EA/AM H5N1,,8/28/2024,12/2/2023,"",Wild bird,Hunter harvest,NWDP
APHIS - HPAI Detections in Wild Birds,Missouri,Saline,Mallard,,EA H5N1,,8/28/2024,12/2/2023,"",Wild bird,Hunter harvest,NWDP
APHIS - HPAI Detections in Wild Birds,Missouri,Saline,Ring-necked duck,,EA H5N1,,8/28/2024,12/2/2023,"",Wild bird,Hunter harvest,NWDP
APHIS - HPAI Detections in Wild Birds,Missouri,Saline,Green-winged teal,,EA H5N1,,8/28/2024,12/2/2023,"",Wild bird,Hunter harvest,NWDP
APHIS - HPAI Detections in Wild Birds,Missouri,Saline,Green-winged teal,,EA H5N1,,8/28/2024,12/2/2023,"",Wild bird,Hunter harvest,NWDP
APHIS - HPAI Detections in Wild Birds,Missouri,Saline,Mallard,,EA H5N1,,8/28/2024,12/2/2023,"",Wild bird,Hunter harvest,NWDP
APHIS - HPAI Detections in Wild Birds,Missouri,Saline,Mallard,,EA H5N1,,8/28/2024,12/2/2023,"",Wild bird,Hunter harvest,NWDP
APHIS - HPAI Detections in Wild Birds,Maryland,Dorchester,Green-winged teal,,EA H5N1,,8/28/2024,11/25/2023,"",Wild bird,Hunter harvest,NWDP
APHIS - HPAI Detections in Wild Birds,Maryland,Dorchester,Green-winged teal,,EA/AM H5N1,,8/28/2024,11/25/2023,"",Wild bird,Hunter harvest,NWDP
APHIS - HPAI Detections in Wild Birds,Maryland,Dorchester,Green-winged teal,,EA H5N1,,8/28/2024,11/25/2023,"",Wild bird,Hunter harvest,NWDP
APHIS - HPAI Detections in Wild Birds,Maryland,Dorchester,Green-winged teal,,EA/AM H5N1,,8/28/2024,11/25/2023,"",Wild bird,Hunter harvest,NWDP
APHIS - HPAI Detections in Wild Birds,Maryland,Dorchester,Green-winged teal,,EA H5N1,,8/28/2024,11/25/2023,"",Wild bird,Hunter harvest,NWDP
APHIS - HPAI Detections in Wild Birds,Colorado,Logan,American wigeon,,EA H5N1,,9/5/2024,12/17/2023,"",Wild bird,Hunter harvest,NWDP
APHIS - HPAI Detections in Wild Birds,Missouri,Saline,Mallard,,EA H5N1,,8/28/2024,12/2/2023,"",Wild bird,Hunter harvest,NWDP
APHIS - HPAI Detections in Wild Birds,North Dakota,LaMoure,Snow goose,,EA H5N1,,8/28/2024,12/7/2023,"",Wild bird,Morbidity/Mortality,NWDP
APHIS - HPAI Detections in Wild Birds,Michigan,St. Clair,Mallard,,EA H5N1,,8/28/2024,11/21/2023,"",Wild bird,Hunter harvest,NWDP
APHIS - HPAI Detections in Wild Birds,Missouri,Saline,Northern pintail,,EA H5N1,,8/28/2024,12/2/2023,"",Wild bird,Hunter harvest,NWDP
APHIS - HPAI Detections in Wild Birds,Colorado,Logan,Mallard,,EA/AM H5N1,,9/5/2024,12/16/2023,"",Wild bird,Hunter harvest,NWDP
APHIS - HPAI Detections in Wild Birds,Missouri,Boone,lesser snow goose,,EA H5,,9/5/2024,12/12/2023,"",Wild bird,Hunter harvest,NWDP
APHIS - HPAI Detections in Wild Birds,Missouri,Boone,Mallard,,EA H5N1,,9/5/2024,12/12/2023,"",Wild bird,Hunter harvest,NWDP
APHIS - HPAI Detections in Wild Birds,North Dakota,LaMoure,Snow goose,,EA/AM H5N1,,8/28/2024,12/7/2023,"",Wild bird,Morbidity/Mortality,NWDP
APHIS - HPAI Detections in Wild Birds,North Dakota,LaMoure,Snow goose,,EA H5N1,,8/28/2024,12/7/2023,"",Wild bird,Morbidity/Mortality,NWDP
APHIS - HPAI Detections in Wild Birds,Indiana,Posey,Mallard,,EA H5N1,,9/4/2024,12/2/2023,"",Wild bird,Hunter harvest,NWDP
APHIS - HPAI Detections in Wild Birds,Indiana,Posey,Mallard,,EA H5N1,,9/4/2024,12/2/2023,"",Wild bird,Hunter harvest,NWDP
APHIS - HPAI Detections in Wild Birds,Utah,Box Elder,American wigeon,,EA H5N1,,9/4/2024,12/11/2023,"",Wild bird,Hunter harvest,NWDP
APHIS - HPAI Detections in Wild Birds,Colorado,Rio Grande,Green-winged teal,,EA H5N1,,8/28/2024,11/18/2023,"",Wild bird,Hunter harvest,NWDP
APHIS - HPAI Detections in Wild Birds,Missouri,Saline,American wigeon,,EA H5N1,,8/28/2024,12/2/2023,"",Wild bird,Hunter harvest,NWDP
APHIS - HPAI Detections in Wild Birds,Pennsylvania,York,Ring-necked duck,,EA/AM H5N1,,9/5/2024,12/19/2023,"",Wild bird,Hunter harvest,NWDP
APHIS - HPAI Detections in Wild Birds,Washington,Grant,Mallard,,EA H5N1,,8/28/2024,11/29/2023,"",Wild bird,Hunter harvest,NWDP
APHIS - HPAI Detections in Wild Birds,Michigan,St. Clair,Northern pintail,,EA H5N1,,8/28/2024,11/29/2023,"",Wild bird,Hunter harvest,NWDP
APHIS - HPAI Detections in Wild Birds,Colorado,Rio Grande,Green-winged teal,,EA H5,,8/28/2024,11/18/2023,"",Wild bird,Hunter harvest,NWDP
APHIS - HPAI Detections in Wild Birds,Colorado,Rio Grande,Green-winged teal,,EA H5N1,,8/28/2024,11/18/2023,"",Wild bird,Hunter harvest,NWDP
APHIS - HPAI Detections in Wild Birds,Michigan,St. Clair,Mallard,,EA H5N1,,8/28/2024,11/29/2023,"",Wild bird,Hunter harvest,NWDP
APHIS - HPAI Detections in Wild Birds,Michigan,St. Clair,Mallard,,EA H5,,8/28/2024,11/29/2023,"",Wild bird,Hunter harvest,NWDP
APHIS - HPAI Detections in Wild Birds,Michigan,St. Clair,American black duck,,EA H5N1,,8/28/2024,11/29/2023,"",Wild bird,Hunter harvest,NWDP
APHIS - HPAI Detections in Wild Birds,Michigan,St. Clair,Mallard,,EA H5,,8/28/2024,11/29/2023,"",Wild bird,Hunter harvest,NWDP
APHIS - HPAI Detections in Wild Birds,Illinois,Fulton,Mallard,,EA H5N1,,9/4/2024,12/6/2023,"",Wild bird,Hunter harvest,NWDP
APHIS - HPAI Detections in Wild Birds,Michigan,St. Clair,American black duck,,EA H5N1 mixed,,8/30/2024,11/30/2023,"",Wild bird,Hunter harvest,NWDP
APHIS - HPAI Detections in Wild Birds,New York,Seneca,American black duck,,EA/AM H5N1,,8/30/2024,12/2/2023,"",Wild bird,Hunter harvest,NWDP
APHIS - HPAI Detections in Wild Birds,New York,Seneca,Mallard,,EA/AM H5N1,,8/30/2024,12/2/2023,"",Wild bird,Hunter harvest,NWDP
APHIS - HPAI Detections in Wild Birds,Alaska,"Juneau, City and Borough",Mallard,,EA/AM H5N1,,8/30/2024,10/21/2023,"",Wild bird,Hunter harvest,NWDP
APHIS - HPAI Detections in Wild Birds,Michigan,St. Clair,Mallard,,EA H5N1,,8/30/2024,11/30/2023,"",Wild bird,Hunter harvest,NWDP
APHIS - HPAI Detections in Wild Birds,Michigan,St. Clair,Mallard,,EA/AM H5N1,,8/30/2024,11/30/2023,"",Wild bird,Hunter harvest,NWDP
APHIS - HPAI Detections in Wild Birds,Michigan,St. Clair,Mallard,,EA H5N1,,8/30/2024,11/30/2023,"",Wild bird,Hunter harvest,NWDP
APHIS - HPAI Detections in Wild Birds,Michigan,St. Clair,Mallard,,EA/AM H5N1,,8/30/2024,11/30/2023,"",Wild bird,Hunter harvest,NWDP
APHIS - HPAI Detections in Wild Birds,Michigan,St. Clair,Mallard,,EA H5N1,,8/30/2024,11/30/2023,"",Wild bird,Hunter harvest,NWDP
APHIS - HPAI Detections in Wild Birds,Michigan,St. Clair,Mallard,,EA H5N1,,8/30/2024,11/30/2023,"",Wild bird,Hunter harvest,NWDP
APHIS - HPAI Detections in Wild Birds,Michigan,St. Clair,Mallard,,EA H5,,8/30/2024,11/30/2023,"",Wild bird,Hunter harvest,NWDP
APHIS - HPAI Detections in Wild Birds,Michigan,St. Clair,Mallard,,EA H5,,8/30/2024,11/30/2023,"",Wild bird,Hunter harvest,NWDP
APHIS - HPAI Detections in Wild Birds,Michigan,St. Clair,Mallard,,EA H5N1,,8/30/2024,11/30/2023,"",Wild bird,Hunter harvest,NWDP
APHIS - HPAI Detections in Wild Birds,Michigan,St. Clair,Mallard,,EA H5 mixed,,8/30/2024,11/30/2023,"",Wild bird,Hunter harvest,NWDP
APHIS - HPAI Detections in Wild Birds,Colorado,Logan,American wigeon,,EA H5N1,,9/3/2024,12/12/2023,"",Wild bird,Hunter harvest,NWDP
APHIS - HPAI Detections in Wild Birds,Colorado,Denver,Mallard,,EA H5N1,,8/30/2024,11/24/2023,"",Wild bird,Agency harvest,NWDP
APHIS - HPAI Detections in Wild Birds,Colorado,Logan,Mallard,,EA H5N1,,9/3/2024,12/12/2023,"",Wild bird,Hunter harvest,NWDP
APHIS - HPAI Detections in Wild Birds,New York,Seneca,American black duck,,EA H5N1,,9/3/2024,12/5/2023,"",Wild bird,Hunter harvest,NWDP
APHIS - HPAI Detections in Wild Birds,New York,Seneca,American black duck,,EA/AM H5N1,,9/3/2024,12/5/2023,"",Wild bird,Hunter harvest,NWDP
APHIS - HPAI Detections in Wild Birds,New York,Seneca,Mallard,,EA/AM H5N1,,9/3/2024,12/5/2023,"",Wild bird,Hunter harvest,NWDP
APHIS - HPAI Detections in Wild Birds,New York,Seneca,Mallard,,EA H5N1,,9/3/2024,12/5/2023,"",Wild bird,Hunter harvest,NWDP
APHIS - HPAI Detections in Wild Birds,Michigan,St. Clair,Mallard,,EA H5N1 mixed,,8/30/2024,11/30/2023,"",Wild bird,Hunter harvest,NWDP
APHIS - HPAI Detections in Wild Birds,Colorado,Denver,Mallard,,EA H5N1,,8/30/2024,11/24/2023,"",Wild bird,Agency harvest,NWDP
